intervenant,parti,intervention
Christophe Bex,LFI,"
Aussi, nous demandons qu'il soit possible de partir à la retraite à 60 ans, et avec une bonne pension ! Là, vous nous annoncez une retraite minimum à 1 200 euros, avec des critères et des index… Or nous ne savons pas combien de personnes pourront en bénéficier, en brut et à taux plein. J'insiste, monsieur le ministre, indiquez-nous le nombre de personnes qui pourront partir avec une retraite de 1 200 euros ! "
Rachel Keke,LFI,"
Il a raison ! "
Benjamin Lucas,ECO,"
Excellente question ! "
Sébastien Chenu,RN,"
La parole est à M. François Piquemal, pour soutenir l'amendement n° 3174 . "
François Piquemal,LFI,"
La pénibilité que subissent les anciens n'est pas une affaire imaginaire ; elle est très présente, y compris dans la culture populaire. Je vous invite à écouter le rappeur SCH, qui a souvent décrit les conditions pénibles que son père a vécues au travail. On lui doit une phrase qui prend ici tout son sens : « Se lever pour 1 200 euros, c'est insultant ! » Pour beaucoup de personnes, il est en effet indécent de devoir se lever pour un métier pénible et d'être seulement payé 1 200 euros. C'est d'ailleurs la raison pour laquelle nous souhaitons une revalorisation du Smic.Lorsque vous avez annoncé une retraite pour tous à 1 200 euros, c'était, selon vos mots, le sucré dans le salé de votre réforme. Et puis, petit à petit, le sucré est devenu de plus en plus acide : on a appris qu'il s'agissait là d'une pension brute et qu'il était nécessaire, pour l'obtenir, d'avoir cotisé pendant quarante-trois ans continus. Autrement dit, très peu de gens pourront en bénéficier.La semaine dernière, nous avons failli examiner la proposition de loi visant à lutter contre les dérives des influenceurs sur les réseaux sociaux, déposée par le groupe Socialistes et apparentés dans le cadre de sa niche parlementaire. Permettez-moi de vous dire que les arnaques auxquelles se livrent certains influenceurs ressemblent à vos pratiques d'« influvoleurs » . "
François Piquemal,LFI,"
En effet, vous avez voulu faire croire que tout le monde pourrait bénéficier d'une retraite d'au moins 1 200 euros par mois. Celui qui le dit le mieux, ce n'est pas notre groupe, mais M. Riester, qui a qualifié cette annonce de fake news. "
François Piquemal,LFI,"
J'ai deux questions, monsieur le ministre : combien de personnes seront concernées par cette retraite minimum de 1 200 euros ? Et sur quelle ligne budgétaire ? Pour notre part, nous pensons que nos retraités ont le droit d'avoir des pensions décentes. Je conclurai en paraphrasant un autre rappeur, Jul :… "
François Piquemal,LFI,"
…personne ne veut soulever des palettes, tout le monde veut sa retraite ! "
Sébastien Chenu,RN,"
La parole est à M. Sylvain Maillard, pour un rappel au règlement. "
Sylvain Maillard,REN,"
Il se fonde sur l'article 100, alinéa 5, qui dispose ceci : « Lorsque plusieurs membres d'un même groupe présentent des amendements identiques » – c'est bien le cas, puisqu'on a onze amendements de La France insoumise… "
Rodrigo Arenas,LFI,"
C'est de la cohérence ! "
Sylvain Maillard,REN,"
…et un amendement du groupe Écologiste –, « la parole est donnée à un seul orateur de ce groupe désigné par son président ou son délégué. Il est procédé à un seul vote sur l'ensemble des amendements identiques. » "
Sébastien Chenu,RN,"
Écoutons M. Maillard ! "
Sylvain Maillard,REN,"
Monsieur le président, si vous appliquiez cette disposition, cela nous permettrait d'accélérer. "
Patrick Hetzel,LR,"
Vous n'avez pas à remettre en cause la présidence ! "
Sylvain Maillard,REN,"
Chaque groupe doit choisir un seul amendement à défendre parmi cette série d'amendements identiques. Ainsi, nous pourrons aller plus vite et voter. "
Sébastien Chenu,RN,"
Merci, cher collègue. Pour l'instant, nous allons continuer comme cela. "
Nadia Hai,REN,"
C'est bien dommage ! "
Sébastien Chenu,RN,"
La parole est à Mme Aurélie Trouvé, pour soutenir l'amendement n° 3204 . "
Aurélie Trouvé,LFI,"
Emmanuel Macron nous avait habitués au greenwashing. Avec ce projet de loi, le président et sa majorité resteront dans l'histoire pour avoir tenté le greywashing : une stratégie marketing de la start-up nation pour nous vendre cette réforme avec un index seniors absolument inutile et inefficace. Tout ça pour quoi ? Pour une régression sociale historique, en particulier pour les seniors ! "
Aurélie Trouvé,LFI,"
Restons simples : c'est bien cela que vous essayez de faire avaler ! "
Rodrigo Arenas,LFI,"
Exactement ! "
Aurélie Trouvé,LFI,"
Soyez un tant soit peu sérieux : si vous voulez que l'index seniors soit crédible et ait un peu d'effet, il faudrait le fonder sur des indicateurs précis, le construire en concertation avec les partenaires sociaux et les travailleurs et le lier à des obligations de performance et à des sanctions dissuasives. Telles sont les propositions que nous avons formulées des heures durant ! Vous dites que nous faisons de l'obstruction alors qu'en réalité nous ne cessons de vous soumettre des amendements pour donner un peu d'effet à ce que vous proposez. Or vous n'en retenez aucun ! "
Aurélie Trouvé,LFI,"
Vous serez responsable d'une régression sociale historique : de toute évidence, votre réforme va attaquer les seniors en particulier, car le chômage qu'elle va engendrer retombera sur eux. "
Aurélie Trouvé,LFI,"
L'OFCE nous dit que cette réforme va produire 277 000 chômeurs supplémentaires : 277 000 – retenez bien ce chiffre ! "
Aurélie Trouvé,LFI,"
Et qui s'en trouvera affecté ? Les jeunes et les seniors ! Savez-vous qu'une personne sur trois qui part à la retraite aujourd'hui n'a déjà plus d'emploi ? Trouvez-moi une seule étude scientifique crédible affirmant que ce taux n'augmentera pas du fait de votre réforme ! Vous le savez très bien, vous n'allez faire qu'aggraver la situation : il y a bien plus qu'une personne sur trois qui partira à la retraite sans être en emploi. "
Benjamin Lucas,ECO,"
Elle a raison ! "
Aurélie Trouvé,LFI,"
Avec votre politique de greywashing, vous promettez une retraite à 1 200 euros minimum. Je vous repose donc la question, monsieur le ministre, car nous n'avons toujours pas eu de réponse… "
Sébastien Chenu,RN,"
Merci, chère collègue !La parole est à M. René Pilato, pour soutenir l'amendement n° 4045 . "
René Pilato,LFI,"
En Charente, environ 50 entreprises sur 22 000 seront concernées par l'index seniors que vous proposez, soit 0,2 %, autant dire rien. Par cet amendement, nous proposons d'en faire un index ambitieux, qui aurait un effet réel sur la qualité de l'emploi et de la formation.Je rappelle les chiffres donnés précédemment : le passage de 62 à 64 ans fera tomber 110 000 personnes dans les minima sociaux et 400 000 personnes en arrêt maladie, dont un certain nombre pour des accidents du travail. Vous avez dit, monsieur le ministre, que le nombre de morts au travail n'a pas augmenté depuis 2017. Je vous crois sur parole, mais sachez que, parmi tous les pays d'Europe, c'est en France que le ratio du nombre de morts par rapport au nombre d'accidents du travail est le plus mauvais. Ce n'est pas un progrès ; à force de stagner, nous régressons. "
René Pilato,LFI,"
En outre, cela vient d'être dit, 277 000 personnes tomberont au chômage. Au total, 800 000 personnes seront jetées dans la pauvreté et la précarité. En fait, nous avons la réponse : les 1 200 euros ne concerneront presque personne. Qui plus est, ces 800 000 personnes jetées dans la pauvreté et la précarité, ce sont aussi 800 000 jeunes qui n'entreront pas sur le marché du travail. "
Benjamin Lucas,ECO,"
Il a raison ! "
René Pilato,LFI,"
Votre monde est un monde de souffrance et de violence, et les seniors n'en peuvent plus. C'est un monde sans espoir, et les jeunes n'en veulent plus. Un autre monde reste possible : nous sommes la solution alternative. "
Benjamin Lucas,ECO,"
Excellent ! "
Sébastien Chenu,RN,"
La parole est à Mme Sabrina Sebaihi, pour soutenir l'amendement n° 5210 . "
Sabrina Sebaihi,ECO,"
Pour les travailleurs, votre réforme, c'est une sorte de réalisme martial : travailler plus longtemps, et au diable la pénibilité ! Pour les entreprises, en revanche, c'est le monde des Bisounours : mettre en place un index seniors non contraignant, si elles le veulent bien, pour endiguer le chômage de masse des seniors.En réalité, si demander gentiment aux entreprises fonctionnait, cela fait bien longtemps qu'il n'y aurait plus de discriminations à l'embauche dans notre pays et que l'égalité salariale entre les femmes et les hommes prévaudrait dans nos entreprises ! De même que le thermomètre ne réglera pas le problème du changement climatique, l'index ne règlera pas celui de l'emploi des seniors ; il faut un véritable dispositif de sanctions vis-à-vis des entreprises.Bien au contraire, vous allez aggraver la situation des seniors, que vous allez jeter dans la précarité la plus totale. Puisque « pédagogie » est le maître mot de votre réforme, nous n'avons d'autre solution que de vous le répéter jusqu'à la fin de la semaine : retirez cette réforme ! "
Sylvain Maillard,REN,"
Retirez vos amendements ! "
Sébastien Chenu,RN,"
La parole est à M. Hadrien Clouet, pour soutenir l'amendement n° 5979 . "
Hadrien Clouet,LFI,"
Monsieur le ministre, combien de personnes toucheront les 1 200 euros et combien perdront de l'argent avec votre réforme ? Combien d'allocataires de l'Aspa ou d'une APL verront leur revenu baisser à cause du jeu de substitution entre les mesures que vous proposez et les allocations ? Merci de nous répondre. "
Sébastien Chenu,RN,"
La parole est à M. Damien Maudet, pour soutenir l'amendement n° 13006 . "
Damien Maudet,LFI,"
En tant que député de la Haute-Vienne, je profite de mon intervention pour rendre hommage à Robert Hébras, dernier survivant d'Oradour-sur-Glane, qui nous a quittés vendredi. Nous lui devons beaucoup, pour le travail de mémoire qu'il a accompli. Je présente mes condoléances à sa famille ainsi qu'à tous les habitants d'Oradour-sur-Glane. "
Damien Maudet,LFI,"
J'en viens à l'amendement n° 13006 . Pour commencer, je vous adresse une question, monsieur le ministre : connaissez-vous le rapport Erhel ? Remis en 2021 au ministère du travail, il identifiait dix-sept métiers dits de la deuxième ligne, des métiers importants – aides à domicile, caissières, etc. – mais bien trop mal payés. Quand on lui a demandé ce qu'il comptait faire, le ministère du travail a répondu : « Nous faisons le pari, avec confiance, que le dialogue social aboutira sur quelque chose d'intéressant. » Que s'est-il passé depuis lors ? Rien. Les aides à domicile sont toujours payées 680 euros ; les aides ménagères, 700 euros.Le 8 février dernier est sortie la suite de ce rapport, consacrée aux fins de carrière des métiers de la deuxième ligne. On nous y explique que 40 % des seniors de la deuxième ligne ne sont ni en emploi ni en retraite ; autrement dit, ils sont soit au chômage, soit au RSA, soit en invalidité. La réponse que vous proposez désormais est l'index seniors. Ils n'ont pas de travail aujourd'hui, mais vous promettez qu'ils en auront un demain, grâce à cet index.Ces personnes, qui ont donné toute leur vie pour notre pays, en étant souvent mal payées, ont beaucoup espéré de la promesse que vous avez faite, à savoir une pension de 1 200 euros. Je vous pose donc la question : les « deuxième ligne » toucheront-ils demain 1 200 euros ? "
Damien Maudet,LFI,"
Pendant tout le week-end, le Gouvernement et la majorité ont fait de grandes leçons sur la République. Je les retourne en vous posant une autre question : ne croyez-vous pas qu'il y a une trahison de la promesse républicaine ? Cette promesse voudrait que, lorsqu'on se donne toute sa vie pour la France, mal payé et à temps partiel,… "
